Code,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
DK0060252690(ENRRO13V),NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DK0060907293(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DK0061135753(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DK0061277894(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DK0061412855(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ES0105027009(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ES0105223004(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
ES0105223004(ENERDP091),NA,NA,NA,NA,NA,NA,NA,NA,NA,6400000,1074000000,4907000000,1091000000
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ES0116870314(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
ES0116870314(ENERDP091),56578419.24,133800000,70980000,99200000,105000000,80000000,98000000,95000000,91000000,96000000,494000000,546000000,685000000
ES0116870314(ENPIDP023),NA,15390000,10820000,16270000,10600000,11140000,13440000,15620000,59200000,99000000,63300000,36000000,36750000
ES0130670112(ENRRO13V),N   ,N   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
ES0130670112(ENRRDP067),NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
ES0130670112(ENERDP091),1220000000,70000000,1265000000,1408000000,212000000,216000000,231000000,183000000,188000000,210000000,180000000,292000000,418000000
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ES0130960018(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
ES0130960018(ENERDP091),55393600,35940170,39955330,24143610,23256477,10210000,10756000,30908000,12937000,7710000,6334000,12415000,13717000
ES0130960018(ENPIDP023),967382,969236,278495,279612,350019.42,601324,NA,NA,NA,NA,NA,NA,NA
ES0132945017(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ES0148396007(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ES0152503035(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
ES0152503035(ENERDP091),NA,NA,NA,76215,0,0,122000,244124,553323,359000,225000,106000,29000
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ES0161560018(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
ES0161560018(ENERDP091),NA,NA,3001279,3992688.98,NA,NA,NA,NA,NA,NA,6900000,6300000,3000000
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ES0164180012(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
ES0164180012(ENERDP091),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5200000,9200000,NA
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ES0171996087(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
ES0171996087(ENERDP091),2074833,3742567,5555412,17385766,16475976,16490712,16464008,17694300,17850000,22048843,18232700,21750800,23245100
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ES0173516115(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   ,N   ,N   ,Y   
ES0173516115(ENRRDP067),NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
ES0173516115(ENERDP091),408000000,392000000,275000000,769000000,237000000,200000000,234000000,357800000,219000000,240000000,265000000,156000000,371000000
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ES0175438003(ENRRO13V),NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
ES0175438003(ENERDP091),NA,NA,NA,NA,241300,1402750,9134550,335100,662300,NA,NA,NA,NA
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ES0178165017(ENRRO13V),NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ES0180918015(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ES0182870214(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
ES0182870214(ENERDP091),NA,NA,7193732.31,29726944.63,8581994.74,12294923.85,13589657,17526885.53,21245600,17288717.92,20369000,26408100,34192600
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FI0009000202(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FI0009000400(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FI0009003727(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FI0009003727(ENERDP091),8000000,5300000,8400000,7000000,7100000,5700000,6700000,5100000,4700000,7800000,4600000,4800000,6100000
FI0009003727(ENPIDP023),NA,NA,NA,162000000,188000000,185000000,139000000,132000000,131000000,141000000,165000000,164000000,153000000
FI0009004824(ENRRO13V),NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FI0009004824(ENERDP091),NA,17200000,15700000,16300000,17600000,13200000,14100000,19800000,29100000,22400000,20736000,NA,NA
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FI0009005318(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FI0009005318(ENERDP091),NA,NA,NA,NA,NA,2457000,2206400,1749000,550000,300000,1450000,1815000,1550000
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FI0009007132(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FI0009007132(ENERDP091),NA,NA,NA,NA,51100000,2000000,0,NA,NA,0,0,0,13000000
FI0009007132(ENPIDP023),NA,NA,NA,NA,24700000,23100000,41000000,47000000,52000000,53000000,56000000,67000000,56000000
FI0009013403(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FI0009013429(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FI0009013429(ENPIDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000000,102000000,105000000
FI4000197934(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FI4000292438(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000032526(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000039109(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000039109(ENERDP091),20148000,6347000,2345000,4634000,4229000,4107000,2086000,7421000,7129000,3510000,6757000,1116000,2351000
FR0000039109(ENPIDP023),NA,0,0,0,0,0,0,37000,NA,28000,NA,NA,NA
FR0000039299(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000039299(ENERDP091),17000,146000,424000,562000,19365000,22706000,12229000,17487000,22132000,NA,NA,NA,NA
FR0000039299(ENPIDP023),0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR0000044448(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000044448(ENERDP091),7500000,7100000,10100000,11006000,6940000,6600000,9900000,7600000,7400000,7500000,8400000,12500000,6200000
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000050353(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000051732(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000051807(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000052516(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000054900(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000054900(ENERDP091),NA,NA,NA,NA,NA,NA,10000,10000,10000,NA,5000,5000,NA
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000061129(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000066755(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000074148(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N   ,N   ,NA
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000077919(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000120271(ENRRO13V),N   ,N   ,Y   ,N   ,N   ,N   ,Y   ,N   ,N   ,N   ,Y   ,Y   ,Y   
FR0000120271(ENRRDP067),NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,NA
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000120644(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000120644(ENERDP091),91259000,92590000,142160000,151965000,155941000,141801000,132000000,139000000,141000000,147000000,154000000,144000000,NA
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000120693(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000120693(ENERDP091),NA,NA,7300000,8320000,12600000,14480000,18170000,14890000,11690000,14000000,10000000,NA,NA
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000120966(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000120966(ENERDP091),4700000,1100000,1800000,3600000,6500000,4500000,3800000,4800000,6100000,4300000,NA,NA,NA
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000121014(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000121014(ENERDP091),12200000,7900000,12900000,15600000,16100000,17300000,16600000,23300000,23800000,35000000,38800000,26600000,34800000
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000121147(ENRRO13V),NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000121147(ENERDP091),NA,NA,12855000,7400000,12600000,13854000,17290000,17000000,2435000,5971459,10660281,10700000,13500000
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000121485(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000124141(ENRRO13V),N   ,N   ,Y   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   ,N   ,N   ,N   
FR0000124141(ENRRDP067),NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
FR0000124141(ENERDP091),NA,NA,NA,NA,NA,38500000,39500000,44200000,42400000,34300000,29600000,35500000,28400000
FR0000124141(ENPIDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54200000,56000000
FR0000124570(ENRRO13V),NA,NA,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000124570(ENERDP091),NA,NA,NA,NA,NA,NA,NA,26100000,24200000,27200000,NA,NA,NA
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000125486(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000125486(ENERDP091),NA,NA,NA,NA,NA,NA,91300000,92330000,123370000,177380000,NA,NA,NA
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000125585(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000125585(ENERDP091),6265778,5202712,4165982,7503983,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
FR0000130403(ENRRO13V),N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
,"$$ER: 9903,NO DATA AVAILABLE",,,,,,,,,,,,
